# rho  Re(G)  Im(G)  |G|
  3.3100000000E+00  3.3082679899E+43 -1.2237572246E+43  3.5273529506E+43
  3.3200000000E+00  4.5000471121E+43 -1.6646067316E+43  4.7980558127E+43
  3.3300000000E+00  6.1154946244E+43 -2.2621748770E+43  6.5204838528E+43
  3.3400000000E+00  8.3032225346E+43 -3.0714345406E+43  8.8530906805E+43
  3.3500000000E+00  1.1263275720E+44 -4.1663840702E+43  1.2009168837E+44
  3.3600000000E+00  1.5264692842E+44 -5.6465432171E+43  1.6275573657E+44
  3.3700000000E+00  2.0668981966E+44 -7.6456369726E+43  2.2037753520E+44
  3.3800000000E+00  2.7961475844E+44 -1.0343194162E+44  2.9813181596E+44
  3.3900000000E+00  3.7793175686E+44 -1.3980025821E+44  4.0295970647E+44
  3.4000000000E+00  5.1036544080E+44 -1.8878863483E+44  5.4416360757E+44
  3.4100000000E+00  6.8859833965E+44 -2.5471854118E+44  7.3419970620E+44
  3.4200000000E+00  9.2826028160E+44 -3.4337158727E+44  9.8973289192E+44
  3.4300000000E+00  1.2502442744E+45 -4.6247627923E+44  1.3330397798E+45
  3.4400000000E+00  1.6824551448E+45 -6.2235485629E+44  1.7938731509E+45
  3.4500000000E+00  2.2621313300E+45 -8.3678214182E+44  2.4119375007E+45
  3.4600000000E+00  3.0389251386E+45 -1.1241249586E+45  3.2401732856E+45
  3.4700000000E+00  4.0789858976E+45 -1.5088525207E+45  4.3491104702E+45
  3.4800000000E+00  5.4703680953E+45 -2.0235369530E+45  5.8326348162E+45
  3.4900000000E+00  7.3301886725E+45 -2.7115008354E+45  7.8156191536E+45
  3.5000000000E+00  9.8140915457E+45 -3.6303182127E+45  1.0464014679E+46
  3.5100000000E+00  1.3128753087E+46 -4.8564404815E+45  1.3998184589E+46
  3.5200000000E+00  1.7548392444E+46 -6.4913037012E+45  1.8710507773E+46
  3.5300000000E+00  2.3436551955E+46 -8.6693853597E+45  2.4988601602E+46
  3.5400000000E+00  3.1274807214E+46 -1.1568824479E+46  3.3345933277E+46
  3.5500000000E+00  4.1700581871E+46 -1.5425409639E+46  4.4462138848E+46
  3.5600000000E+00  5.5556915677E+46 -2.0550988614E+46  5.9236087080E+46
  3.5700000000E+00  7.3957913444E+46 -2.7357678510E+46  7.8855662665E+46
  3.5800000000E+00  9.8374749302E+46 -3.6389679502E+46  1.0488946598E+47
  3.5900000000E+00  1.3074859539E+47 -4.8365048134E+46  1.3940722032E+47
  3.6000000000E+00  1.7363879089E+47 -6.4230506342E+46  1.8513775317E+47
  3.6100000000E+00  2.3041710111E+47 -8.5233299594E+46  2.4567611981E+47
  3.6200000000E+00  3.0552221167E+47 -1.1301533651E+47  3.2575495101E+47
  3.6300000000E+00  4.0479288531E+47 -1.4973642648E+47  4.3159967263E+47
  3.6400000000E+00  5.3590377051E+47 -1.9823548908E+47  5.7139317495E+47
  3.6500000000E+00  7.0893506818E+47 -2.6224127877E+47  7.5588320473E+47
  3.6600000000E+00  9.3711662192E+47 -3.4664763040E+47  9.9917573166E+47
  3.6700000000E+00  1.2377991253E+48 -4.5787271725E+47  1.3197704724E+48
  3.6800000000E+00  1.6337208446E+48 -6.0432762283E+47  1.7419115000E+48
  3.6900000000E+00  2.1546585764E+48 -7.9702704467E+47  2.2973475337E+48
  3.7000000000E+00  2.8395778403E+48 -1.0503846693E+48  3.0276245251E+48
  3.7100000000E+00  3.7394312604E+48 -1.3832483179E+48  3.9870693573E+48
  3.7200000000E+00  4.9207979386E+48 -1.8202461827E+48  5.2466702315E+48
  3.7300000000E+00  6.4706132047E+48 -2.3935364026E+48  6.8991196362E+48
  3.7400000000E+00  8.5023110862E+48 -3.1450792167E+48  9.0653635936E+48
  3.7500000000E+00  1.1163795863E+49 -4.1295857120E+48  1.1903101118E+49
  3.7600000000E+00  1.4647780145E+49 -5.4183419687E+48  1.5617806916E+49
  3.7700000000E+00  1.9205182707E+49 -7.1041650368E+48  2.0477016474E+49
  3.7800000000E+00  2.5162479697E+49 -9.3078213000E+48  2.6828826322E+49
  3.7900000000E+00  3.2944160310E+49 -1.2186333026E+49  3.5125836804E+49
  3.8000000000E+00  4.3101768735E+49 -1.5943721235E+49  4.5956117274E+49
  3.8100000000E+00  5.6351438589E+49 -2.0844890019E+49  6.0083226203E+49
  3.8200000000E+00  7.3622370441E+49 -2.7233558801E+49  7.8497899044E+49
  3.8300000000E+00  9.6119400737E+49 -3.5555407124E+49  1.0248476069E+50
  3.8400000000E+00  1.2540370415E+50 -4.6387927163E+49  1.3370837222E+50
  3.8500000000E+00  1.6349681546E+50 -6.0478902325E+49  1.7432414145E+50
  3.8600000000E+00  2.1301462046E+50 -7.8795971661E+49  2.2712118721E+50
  3.8700000000E+00  2.7733983645E+50 -1.0259043191E+50  2.9570624207E+50
  3.8800000000E+00  3.6084389312E+50 -1.3347931317E+50  3.8474022697E+50
  3.8900000000E+00  4.6917217656E+50 -1.7355089319E+50  5.0024238504E+50
  3.9000000000E+00  6.0961049349E+50 -2.2550025565E+50  6.4998101440E+50
  3.9100000000E+00  7.9155557836E+50 -2.9280333487E+50  8.4397513384E+50
  3.9200000000E+00  1.0271187945E+51 -3.7994023022E+50  1.0951381633E+51
  3.9300000000E+00  1.3319002404E+51 -4.9268155467E+50  1.4201032937E+51
  3.9400000000E+00  1.7259807293E+51 -6.3845537685E+50  1.8402811595E+51
  3.9500000000E+00  2.2351921604E+51 -8.2681714255E+50  2.3832143381E+51
  3.9600000000E+00  2.8927433874E+51 -1.0700510975E+51  3.0843108884E+51
  3.9700000000E+00  3.7412997619E+51 -1.3839395289E+51  3.9890616099E+51
  3.9800000000E+00  4.8356412895E+51 -1.7887460405E+51  5.1558742303E+51
  3.9900000000E+00  6.2460582865E+51 -2.3104716360E+51  6.6596939344E+51
  4.0000000000E+00  8.0626864817E+51 -2.9824583109E+51  8.5966255518E+51
  4.0100000000E+00  1.0401038079E+52 -3.8474350411E+51  1.1089830905E+52
  4.0200000000E+00  1.3409054411E+52 -4.9601266220E+51  1.4297048518E+52
  4.0300000000E+00  1.7276093326E+52 -6.3905781796E+51  1.8420176169E+52
  4.0400000000E+00  2.2244375114E+52 -8.2283891214E+51  2.3717474818E+52
  4.0500000000E+00  2.8623550786E+52 -1.0588102069E+52  3.0519101642E+52
  4.0600000000E+00  3.6809233349E+52 -1.3616057741E+52  3.9246868514E+52
  4.0700000000E+00  4.7306556107E+52 -1.7499109371E+52  5.0439360419E+52
  4.0800000000E+00  6.0760103944E+52 -2.2475694556E+52  6.4783848890E+52
  4.0900000000E+00  7.7991919203E+52 -2.8849893963E+52  8.3156814769E+52
  4.1000000000E+00  1.0004973215E+53 -3.7009272199E+52  1.0667537266E+53
  4.1100000000E+00  1.2826813103E+53 -4.7447505149E+52  1.3676249187E+53
  4.1200000000E+00  1.6434609809E+53 -6.0793061239E+52  1.7522966716E+53
  4.1300000000E+00  2.1044523365E+53 -7.7845535371E+52  2.2438164752E+53
  4.1400000000E+00  2.6931411642E+53 -9.9621650909E+52  2.8714903210E+53
  4.1500000000E+00  3.4444566476E+53 -1.2741346896E+53  3.6725605243E+53
  4.1600000000E+00  4.4027614250E+53 -1.6286200242E+53  4.6943275715E+53
  4.1700000000E+00  5.6243668799E+53 -2.0805025871E+53  5.9968319815E+53
  4.1800000000E+00  7.1807104918E+53 -2.6562077284E+53  7.6562420719E+53
  4.1900000000E+00  9.1623672601E+53 -3.3892399346E+53  9.7691310331E+53
  4.2000000000E+00  1.1684111320E+54 -4.3220551647E+53  1.2457873743E+54
  4.2100000000E+00  1.4891299144E+54 -5.5084220522E+53  1.5877452683E+54
  4.2200000000E+00  1.8967914934E+54 -7.0163979668E+53  2.0224036130E+54
  4.2300000000E+00  2.4146705465E+54 -8.9320779819E+53  2.5745784158E+54
  4.2400000000E+00  3.0721940028E+54 -1.1364314889E+54  3.2756453593E+54
  4.2500000000E+00  3.9065466651E+54 -1.4450658534E+54  4.1652517532E+54
  4.2600000000E+00  4.9646905171E+54 -1.8364825416E+54  5.2934695669E+54
  4.2700000000E+00  6.3059029276E+54 -2.3326087720E+54  6.7235017228E+54
  4.2800000000E+00  8.0049653771E+54 -2.9611068703E+54  8.5350819906E+54
  4.2900000000E+00  1.0156167285E+55 -3.7568553199E+54  1.0828743963E+55
  4.3000000000E+00  1.2878330618E+55 -4.7638074087E+54  1.3731178410E+55
  4.3100000000E+00  1.6321112182E+55 -6.0373225025E+54  1.7401952932E+55
  4.3200000000E+00  2.0672904329E+55 -7.6470885848E+54  2.2041935877E+55
  4.3300000000E+00  2.6170734260E+55 -9.6807840977E+54  2.7903851212E+55
  4.3400000000E+00  3.3112661031E+55 -1.2248663701E+55  3.5305496499E+55
  4.3500000000E+00  4.1873292364E+55 -1.5489298079E+55  4.4646287285E+55
  4.3600000000E+00  5.2923196331E+55 -1.9576754492E+55  5.6427954298E+55
  4.3700000000E+00  6.6853173051E+55 -2.4729575088E+55  7.1280422494E+55
  4.3800000000E+00  8.4404587582E+55 -3.1221997310E+55  8.9994152704E+55
  4.3900000000E+00  1.0650725828E+56 -3.9397969130E+55  1.1356053909E+56
  4.4000000000E+00  1.3432675850E+56 -4.9688646362E+55  1.4322234332E+56
  4.4100000000E+00  1.6932344045E+56 -6.2634226113E+55  1.8053662722E+56
  4.4200000000E+00  2.1332604915E+56 -7.8911177214E+55  2.2745324164E+56
  4.4300000000E+00  2.6862348672E+56 -9.9366184663E+55  2.8641266780E+56
  4.4400000000E+00  3.3807914538E+56 -1.2505844238E+56  3.6046792167E+56
  4.4500000000E+00  4.2527328859E+56 -1.5731232126E+56  4.5343636424E+56
  4.4600000000E+00  5.3468027360E+56 -1.9778292534E+56  5.7008866024E+56
  4.4700000000E+00  6.7188903247E+56 -2.4853764967E+56  7.1638386027E+56
  4.4800000000E+00  8.4387723614E+56 -3.1215759602E+56  8.9976172092E+56
  4.4900000000E+00  1.0593520458E+57 -3.9186361980E+56  1.1295060219E+57
  4.5000000000E+00  1.3291734184E+57 -4.9167291442E+56  1.4171959042E+57
  4.5100000000E+00  1.6668797111E+57 -6.1659343719E+56  1.7772662822E+57
  4.5200000000E+00  2.0893399948E+57 -7.7286520563E+56  2.2277033555E+57
  4.5300000000E+00  2.6175632324E+57 -9.6825961963E+56  2.7909073734E+57
  4.5400000000E+00  3.2777015651E+57 -1.2124505860E+57  3.4947623629E+57
  4.5500000000E+00  4.1022936792E+57 -1.5174744508E+57  4.3739618356E+57
  4.5600000000E+00  5.1318049744E+57 -1.8982997207E+57  5.4716509506E+57
  4.5700000000E+00  6.4165344808E+57 -2.3735324492E+57  6.8414597149E+57
  4.5800000000E+00  8.0189747519E+57 -2.9662891810E+57  8.5500191566E+57
  4.5900000000E+00  1.0016730969E+58 -3.7052767544E+57  1.0680073741E+58
  4.6000000000E+00  1.2506130088E+58 -4.6261273577E+57  1.3334329534E+58
  4.6100000000E+00  1.5606681094E+58 -5.7730484141E+57  1.6640209817E+58
  4.6200000000E+00  1.9466584506E+58 -7.2008605988E+57  2.0755729467E+58
  4.6300000000E+00  2.4269534867E+58 -8.9775141379E+57  2.5876747917E+58
  4.6400000000E+00  3.0243115800E+58 -1.1187194214E+58  3.2245920171E+58
  4.6500000000E+00  3.7669155773E+58 -1.3934151656E+58  4.0163738359E+58
  4.6600000000E+00  4.6896496712E+58 -1.7347426159E+58  5.0002145936E+58
  4.6700000000E+00  5.8356730553E+58 -2.1586667375E+58  6.2221316356E+58
  4.6800000000E+00  7.2583584865E+58 -2.6849305825E+58  7.7390322491E+58
  4.6900000000E+00  9.0236793076E+58 -3.3379382706E+58  9.6212587609E+58
  4.7000000000E+00  1.1213147361E+59 -4.1478417490E+58  1.1955721012E+59
  4.7100000000E+00  1.3927427331E+59 -5.1518777701E+58  1.4849750052E+59
  4.7200000000E+00  1.7290781296E+59 -6.3960119695E+58  1.8435837028E+59
  4.7300000000E+00  2.1456531778E+59 -7.9369596970E+58  2.2877458014E+59
  4.7400000000E+00  2.6613773756E+59 -9.8446688479E+58  2.8376230515E+59
  4.7500000000E+00  3.2995617568E+59 -1.2205368988E+59  3.5180702251E+59
  4.7600000000E+00  4.0889307508E+59 -1.5125314308E+59  4.3597139831E+59
  4.7700000000E+00  5.0648637527E+59 -1.8735376304E+59  5.4002766675E+59
  4.7800000000E+00  6.2709178999E+59 -2.3196676658E+59  6.6861999212E+59
  4.7900000000E+00  7.7606949444E+59 -2.8707492970E+59  8.2746351912E+59
  4.8000000000E+00  9.6001289978E+59 -3.5511721319E+59  1.0235882975E+60
  4.8100000000E+00  1.1870288840E+60 -4.3909242256E+59  1.2656380711E+60
  4.8200000000E+00  1.4670809075E+60 -5.4268612951E+59  1.5642361152E+60
  4.8300000000E+00  1.8124089481E+60 -6.7042600959E+59  1.9324329819E+60
  4.8400000000E+00  2.2380432382E+60 -8.2787187805E+59  2.3862542578E+60
  4.8500000000E+00  2.7624324948E+60 -1.0218480777E+60  2.9453703982E+60
  4.8600000000E+00  3.4082118379E+60 -1.2607275386E+60  3.6339154996E+60
  4.8700000000E+00  4.2031410692E+60 -1.5547788560E+60  4.4814877148E+60
  4.8800000000E+00  5.1812506313E+60 -1.9165901900E+60  5.5243711009E+60
  4.8900000000E+00  6.3842406400E+60 -2.3615867808E+60  6.8070273007E+60
  4.9000000000E+00  7.8631881787E+60 -2.9086624912E+60  8.3839159002E+60
  4.9100000000E+00  9.6806299292E+60 -3.5809501905E+60  1.0321714978E+61
  4.9200000000E+00  1.1913101619E+61 -4.4067611185E+60  1.2702028726E+61
  4.9300000000E+00  1.4654233239E+61 -5.4207298329E+60  1.5624687637E+61
  4.9400000000E+00  1.8018520134E+61 -6.6652091708E+60  1.9211769338E+61
  4.9500000000E+00  2.2145915724E+61 -8.1919691348E+60  2.3612495454E+61
  4.9600000000E+00  2.7207422618E+61 -1.0064265096E+61  2.9009192981E+61
  4.9700000000E+00  3.3411896452E+61 -1.2359354595E+61  3.5624548707E+61
  4.9800000000E+00  4.1014322229E+61 -1.5171558829E+61  4.3730433627E+61
  4.9900000000E+00  5.0325877835E+61 -1.8615985241E+61  5.3658632916E+61
  5.0000000000E+00  6.1726165878E+61 -2.2833052180E+61  6.5813887788E+61
