# rho  Re(G)  Im(G)  |G|
  3.3100000000E+00  2.4097938743E-02  3.5681273453E-02  4.3056520144E-02
  3.3200000000E+00  2.4998881252E-02  3.3095104225E-02  4.1475655359E-02
  3.3300000000E+00  2.5641236010E-02  3.0574804308E-02  3.9903529200E-02
  3.3400000000E+00  2.6303776684E-02  2.8088324751E-02  3.8481718454E-02
  3.3500000000E+00  2.7217759179E-02  2.5567605856E-02  3.7343123650E-02
  3.3600000000E+00  2.8539198439E-02  2.2921714832E-02  3.6604519644E-02
  3.3700000000E+00  3.0330616331E-02  2.0052459818E-02  3.6359970184E-02
  3.3800000000E+00  3.2554146098E-02  1.6870611291E-02  3.6665923600E-02
  3.3900000000E+00  3.5076568179E-02  1.3310837087E-02  3.7517249622E-02
  3.4000000000E+00  3.7685500642E-02  9.3436458155E-03  3.8826546019E-02
  3.4100000000E+00  4.0114726664E-02  4.9830092656E-03  4.0423033986E-02
  3.4200000000E+00  4.2075648426E-02  2.8885109888E-04  4.2076639902E-02
  3.4300000000E+00  4.3291218049E-02 -4.6358144240E-03  4.3538722255E-02
  3.4400000000E+00  4.3528477140E-02 -9.6527023466E-03  4.4585905674E-02
  3.4500000000E+00  4.2626054427E-02 -1.4600093809E-02  4.5057111040E-02
  3.4600000000E+00  4.0513593932E-02 -1.9307315152E-02  4.4878989646E-02
  3.4700000000E+00  3.7221037613E-02 -2.3610215321E-02  4.4077748451E-02
  3.4800000000E+00  3.2876854432E-02 -2.7365918118E-02  4.2775939871E-02
  3.4900000000E+00  2.7695558041E-02 -3.0465241026E-02  4.1172501090E-02
  3.5000000000E+00  2.1956046570E-02 -3.2841465004E-02  3.9504807360E-02
  3.5100000000E+00  1.5973298084E-02 -3.4474573099E-02  3.7995294999E-02
  3.5200000000E+00  1.0066655547E-02 -3.5390598347E-02  3.6794456176E-02
  3.5300000000E+00  4.5282622039E-03 -3.5656272752E-02  3.5942661910E-02
  3.5400000000E+00 -4.0486803686E-04 -3.5369686872E-02  3.5372004008E-02
  3.5500000000E+00 -4.5721253523E-03 -3.4648096374E-02  3.4948460804E-02
  3.5600000000E+00 -7.9016984516E-03 -3.3614302183E-02  3.4530539377E-02
  3.5700000000E+00 -1.0412893336E-02 -3.2383154950E-02  3.4016129588E-02
  3.5800000000E+00 -1.2208327403E-02 -3.1049682281E-02  3.3363543393E-02
  3.5900000000E+00 -1.3457082591E-02 -2.9680118253E-02  3.2588379698E-02
  3.6000000000E+00 -1.4370893672E-02 -2.8306757318E-02  3.1745788615E-02
  3.6100000000E+00 -1.5176191188E-02 -2.6927101813E-02  3.0909312367E-02
  3.6200000000E+00 -1.6085233752E-02 -2.5507276921E-02  3.0155528860E-02
  3.6300000000E+00 -1.7269610435E-02 -2.3989205374E-02  2.9558779052E-02
  3.6400000000E+00 -1.8839071430E-02 -2.2300620262E-02  2.9192949087E-02
  3.6500000000E+00 -2.0827996398E-02 -2.0366693058E-02  2.9130870569E-02
  3.6600000000E+00 -2.3190912525E-02 -1.8121896636E-02  2.9431642180E-02
  3.6700000000E+00 -2.5807433063E-02 -1.5520724480E-02  3.0115054203E-02
  3.6800000000E+00 -2.8495920750E-02 -1.2546043828E-02  3.1135521757E-02
  3.6900000000E+00 -3.1034208973E-02 -9.2141513945E-03  3.2373178906E-02
  3.7000000000E+00 -3.3184944150E-02 -5.5759902123E-03  3.3650143909E-02
  3.7100000000E+00 -3.4722628645E-02 -1.7144291195E-03  3.4764927833E-02
  3.7200000000E+00 -3.5459294399E-02  2.2620482280E-03  3.5531372356E-02
  3.7300000000E+00 -3.5265934852E-02  6.2285003002E-03  3.5811735185E-02
  3.7400000000E+00 -3.4087339237E-02  1.0054479786E-02  3.5539263639E-02
  3.7500000000E+00 -3.1948746180E-02  1.3615547627E-02  3.4729029927E-02
  3.7600000000E+00 -2.8953672185E-02  1.6804075223E-02  3.3476739344E-02
  3.7700000000E+00 -2.5273267389E-02  1.9538164094E-02  3.1944919794E-02
  3.7800000000E+00 -2.1128493379E-02  2.1767744360E-02  3.0335588457E-02
  3.7900000000E+00 -1.6767201081E-02  2.3477246141E-02  2.8849958725E-02
  3.8000000000E+00 -1.2438725455E-02  2.4684631743E-02  2.7641507471E-02
  3.8100000000E+00 -8.3688513335E-03  2.5436986218E-02  2.6778311009E-02
  3.8200000000E+00 -4.7379190727E-03  2.5803243015E-02  2.6234618869E-02
  3.8300000000E+00 -1.6644442754E-03  2.5864928304E-02  2.5918427632E-02
  3.8400000000E+00  8.0402849413E-04  2.5706008982E-02  2.5718580047E-02
  3.8500000000E+00  2.6919551419E-03  2.5403005027E-02  2.5545240005E-02
  3.8600000000E+00  4.0887449823E-03  2.5016470649E-02  2.5348405063E-02
  3.8700000000E+00  5.1345821766E-03  2.4584769651E-02  2.5115231095E-02
  3.8800000000E+00  6.0008455872E-03  2.4120790996E-02  2.4856039629E-02
  3.8900000000E+00  6.8674359632E-03  2.3611904200E-02  2.4590317132E-02
  3.9000000000E+00  7.8996305799E-03  2.3023081112E-02  2.4340633254E-02
  3.9100000000E+00  9.2270979265E-03  2.2302753219E-02  2.4136116865E-02
  3.9200000000E+00  1.0927421770E-02  2.1390671809E-02  2.4020187073E-02
  3.9300000000E+00  1.3015941004E-02  2.0226824953E-02  2.4052841161E-02
  3.9400000000E+00  1.5442973815E-02  1.8760362564E-02  2.4298902111E-02
  3.9500000000E+00  1.8098647455E-02  1.6957498267E-02  2.4801568240E-02
  3.9600000000E+00  2.0824694943E-02  1.4807490170E-02  2.5552488814E-02
  3.9700000000E+00  2.3431803974E-02  1.2326034696E-02  2.6476037634E-02
  3.9800000000E+00  2.5720497087E-02  9.5557105023E-03  2.7438213747E-02
  3.9900000000E+00  2.7503151355E-02  6.5634477617E-03  2.8275469597E-02
  4.0000000000E+00  2.8624668729E-02  3.4353330905E-03  2.8830074111E-02
  4.0100000000E+00  2.8979491836E-02  2.6935454017E-04  2.8980743589E-02
  4.0200000000E+00  2.8523099857E-02 -2.8330879312E-03  2.8663454305E-02
  4.0300000000E+00  2.7276762227E-02 -5.7759567337E-03  2.7881596686E-02
  4.0400000000E+00  2.5325099359E-02 -8.4766703604E-03  2.6706077921E-02
  4.0500000000E+00  2.2806810941E-02 -1.0872644266E-02  2.5265886460E-02
  4.0600000000E+00  1.9899692191E-02 -1.2925595788E-02  2.3729070268E-02
  4.0700000000E+00  1.6801682113E-02 -1.4623192268E-02  2.2274071786E-02
  4.0800000000E+00  1.3710107289E-02 -1.5977926081E-02  2.1053768397E-02
  4.0900000000E+00  1.0801455792E-02 -1.7023412224E-02  2.0161051831E-02
  4.1000000000E+00  8.2139226832E-03 -1.7808588116E-02  1.9611586793E-02
  4.1100000000E+00  6.0346253148E-03 -1.8390520125E-02  1.9355307622E-02
  4.1200000000E+00  4.2928353009E-03 -1.8826662676E-02  1.9309885096E-02
  4.1300000000E+00  2.9598792488E-03 -1.9167459469E-02  1.9394648429E-02
  4.1400000000E+00  1.9556020852E-03 -1.9450119037E-02  1.9548184317E-02
  4.1500000000E+00  1.1605510702E-03 -1.9694247035E-02  1.9728412128E-02
  4.1600000000E+00  4.3240761215E-04 -1.9899793746E-02  1.9904491138E-02
  4.1700000000E+00 -3.7526278790E-04 -2.0047503830E-02  2.0051015735E-02
  4.1800000000E+00 -1.3941058197E-03 -2.0101767818E-02  2.0150052121E-02
  4.1900000000E+00 -2.7240695775E-03 -2.0015503772E-02  2.0200023423E-02
  4.2000000000E+00 -4.4203881476E-03 -1.9736473284E-02  2.0225434706E-02
  4.2100000000E+00 -6.4858899408E-03 -1.9214282828E-02  2.0279433743E-02
  4.2200000000E+00 -8.8694441601E-03 -1.8407255493E-02  2.0432672231E-02
  4.2300000000E+00 -1.1470656488E-02 -1.7288385196E-02  2.0747631743E-02
  4.2400000000E+00 -1.4150219430E-02 -1.5849700954E-02  2.1247158169E-02
  4.2500000000E+00 -1.6744693054E-02 -1.4104558098E-02  2.1893453465E-02
  4.2600000000E+00 -1.9084007877E-02 -1.2087613956E-02  2.2590036914E-02
  4.2700000000E+00 -2.1009695811E-02 -9.8525095188E-03  2.3205155933E-02
  4.2800000000E+00 -2.2391796967E-02 -7.4675357769E-03  2.3604166200E-02
  4.2900000000E+00 -2.3142563237E-02 -5.0097850988E-03  2.3678601730E-02
  4.3000000000E+00 -2.3225461616E-02 -2.5584497307E-03  2.3365952416E-02
  4.3100000000E+00 -2.2658525502E-02 -1.8801418907E-04  2.2659305533E-02
  4.3200000000E+00 -2.1511747403E-02  2.0379122967E-03  2.1608062450E-02
  4.3300000000E+00 -1.9898877958E-02  4.0714614960E-03  2.0311133467E-02
  4.3400000000E+00 -1.7964618023E-02  5.8835654592E-03  1.8903540495E-02
  4.3500000000E+00 -1.5868693748E-02  7.4649159266E-03  1.7536830131E-02
  4.3600000000E+00 -1.3768634019E-02  8.8247708207E-03  1.6353955570E-02
  4.3700000000E+00 -1.1803190555E-02  9.9877969104E-03  1.5461933722E-02
  4.3800000000E+00 -1.0078242490E-02  1.0989354333E-02  1.4910965104E-02
  4.3900000000E+00 -8.6567231902E-03  1.1869795783E-02  1.4691184715E-02
  4.4000000000E+00 -7.5536342556E-03  1.2668452888E-02  1.4749477585E-02
  4.4100000000E+00 -6.7366252431E-03  1.3418004459E-02  1.5014158762E-02
  4.4200000000E+00 -6.1319850691E-03  1.4139864851E-02  1.5412236013E-02
  4.4300000000E+00 -5.6352839022E-03  1.4841103121E-02  1.5874972961E-02
  4.4400000000E+00 -5.1253905605E-03  1.5513220765E-02  1.6337981727E-02
  4.4500000000E+00 -4.4802265607E-03  1.6132898936E-02  1.6743442242E-02
  4.4600000000E+00 -3.5924430446E-03  1.6664600272E-02  1.7047420604E-02
  4.4700000000E+00 -2.3832381548E-03  1.7064701332E-02  1.7230317921E-02
  4.4800000000E+00 -8.1276395206E-04  1.7286662507E-02  1.7305758749E-02
  4.4900000000E+00  1.1140248155E-03  1.7286631461E-02  1.7322490541E-02
  4.5000000000E+00  3.3467003134E-03  1.7028835280E-02  1.7354585387E-02
  4.5100000000E+00  5.7938989100E-03  1.6490149046E-02  1.7478394667E-02
  4.5200000000E+00  8.3325083331E-03  1.5663329583E-02  1.7741775243E-02
  4.5300000000E+00  1.0820429457E-02  1.4558560303E-02  1.8139277046E-02
  4.5400000000E+00  1.3111447127E-02  1.3203147698E-02  1.8607341425E-02
  4.5500000000E+00  1.5070523463E-02  1.1639419672E-02  1.9041973841E-02
  4.5600000000E+00  1.6587798348E-02  9.9210766385E-03  1.9328290553E-02
  4.5700000000E+00  1.7589746189E-02  8.1084157868E-03  1.9368675163E-02
  4.5800000000E+00  1.8046274787E-02  6.2629684439E-03  1.9102167611E-02
  4.5900000000E+00  1.7973021368E-02  4.4421474745E-03  1.8513837292E-02
  4.6000000000E+00  1.7428648115E-02  2.6944906570E-03  1.7635703984E-02
  4.6100000000E+00  1.6507502609E-02  1.0560093230E-03  1.6541245360E-02
  4.6200000000E+00  1.5328523794E-02 -4.5198110031E-04  1.5335185966E-02
  4.6300000000E+00  1.4021684202E-02 -1.8233448290E-03  1.4139738832E-02
  4.6400000000E+00  1.2713519338E-02 -3.0659128193E-03  1.3077973672E-02
  4.6500000000E+00  1.1513377824E-02 -4.1987532366E-03  1.2255096803E-02
  4.6600000000E+00  1.0501924009E-02 -5.2482728111E-03  1.1740305592E-02
  4.6700000000E+00  9.7231518562E-03 -6.2436221650E-03  1.1555193627E-02
  4.6800000000E+00  9.1807577590E-03 -7.2119483597E-03  1.1674695378E-02
  4.6900000000E+00  8.8392183563E-03 -8.1740456248E-03  1.2039385492E-02
  4.7000000000E+00  8.6293849085E-03 -9.1409006160E-03  1.2570694013E-02
  4.7100000000E+00  8.4578988227E-03 -1.0111518729E-02  1.3182521136E-02
  4.7200000000E+00  8.2193102184E-03 -1.1072266211E-02  1.3789566328E-02
  4.7300000000E+00  7.8094895468E-03 -1.1997786841E-02  1.4315551546E-02
  4.7400000000E+00  7.1387925409E-03 -1.2853371957E-02  1.4702772855E-02
  4.7500000000E+00  6.1434839125E-03 -1.3598499061E-02  1.4921848790E-02
  4.7600000000E+00  4.7941381324E-03 -1.4191125162E-02  1.4979045156E-02
  4.7700000000E+00  3.1000904595E-03 -1.4592240644E-02  1.4917910305E-02
  4.7800000000E+00  1.1094665993E-03 -1.4770165962E-02  1.4811776351E-02
  4.7900000000E+00 -1.0951773968E-03 -1.4704108728E-02  1.4744837300E-02
  4.8000000000E+00 -3.4050792729E-03 -1.4386587937E-02  1.4784061598E-02
  4.8100000000E+00 -5.6964035368E-03 -1.3824464293E-02  1.4952084344E-02
  4.8200000000E+00 -7.8430107551E-03 -1.3038475304E-02  1.5215605671E-02
  4.8300000000E+00 -9.7294200125E-03 -1.2061342689E-02  1.5496373809E-02
  4.8400000000E+00 -1.1262514915E-02 -1.0934678404E-02  1.5697497699E-02
  4.8500000000E+00 -1.2380700129E-02 -9.7050466274E-03  1.5731168606E-02
  4.8600000000E+00 -1.3059515721E-02 -8.4196279161E-03  1.5538374597E-02
  4.8700000000E+00 -1.3313125105E-02 -7.1219691393E-03  1.5098402051E-02
  4.8800000000E+00 -1.3191562052E-02 -5.8482851958E-03  1.4429821520E-02
  4.8900000000E+00 -1.2774099506E-02 -4.6247087978E-03  1.3585490409E-02
  4.9000000000E+00 -1.2159534040E-02 -3.4657713431E-03  1.2643806352E-02
  4.9100000000E+00 -1.1454516787E-02 -2.3742545296E-03  1.1697992964E-02
  4.9200000000E+00 -1.0761267638E-02 -1.3423954946E-03  1.0844671818E-02
  4.9300000000E+00 -1.0166062803E-02 -3.5427576694E-04  1.0172233984E-02
  4.9400000000E+00 -9.7297820468E-03  6.1090667012E-04  9.7489417701E-03
  4.9500000000E+00 -9.4815546140E-03  1.5750779361E-03  9.6114904361E-03
  4.9600000000E+00 -9.4161812894E-03  2.5574860502E-03  9.7573154592E-03
  4.9700000000E+00 -9.4955762987E-03  3.5712984882E-03  1.0144956488E-02
  4.9800000000E+00 -9.6540163400E-03  4.6209899233E-03  1.0702970586E-02
  4.9900000000E+00 -9.8065566252E-03  5.7008150746E-03  1.1343184974E-02
  5.0000000000E+00 -9.8596231786E-03  6.7945340945E-03  1.1974049557E-02
